image_id,premise,hypothesis,hypothesis_syn,label
82894,The meal on the table by the laptop is ready to be eaten.,mound of rice,mound.n.01,1
245598,A baseball player is getting ready to hit a ball.,batter,batter.n.01,1
52902,A young woman is holding a cell phone open next to her face.,fruit,fruit.n.01,0
347509,A toddler girl on the beach holding the strap of a kite,ribbon,ribbon.n.01,1
565884,Two elephants bathing in a lake or pond.,bottom,bottom.n.01,0
275893,The woman is holding a teddy bear in her arms.,woman,woman.n.01,1
506256,A hand holding a small apple with a bite out of it.,arch,arch.n.01,1
486541,A street sign perched above two street lights.,face,face.n.01,0
482468,A cat stands on a counter while a dog stands on the floor.,book,book.n.01,0
53111,A Delta airplane sitting on the tarmac at an airport ,white cabinets,cabinet.n.01,0
90218,A large group of cyclists move down the road.,shoe,shoe.n.01,0
166173,A man jumps on his skateboard while others watch.,air,,1
372199,A man in a blue shirt and black pants runs across a park area.,boot,boot.n.01,0
416979,a man in white is holding a tennis racket,tie,necktie.n.01,1
218580,A woman teaching a little girl how to ride skis.,sink,sink.n.01,0
455770,Two bikes are sitting in its shops window display waiting to be bought. ,handle bars,barroom.n.01,1
299498,A group of kids and a man playing soccer on a field.,tree,tree.n.01,1
187488,A television with a dvd player and vcr below it.,window,window.n.01,0
220037,A couple of girls are hanging out at a restaurant.,tile,tile.n.01,0
462404,Vehicles drive past an obelisk topped by a clock. ,bulb,bulb.n.01,0
204422,A group of people stand on skis and snowboards.,lift pass,,1
139757,A dog lays near a double doorway with an arch.,path,,1
544502,a young male holding a racket and tennis ball in a tennis court,wristband,wristband.n.01,1
371376,A desk that includes a computer and light.,window,window.n.01,0
215534,A set of wooden steps with a flowery umbrella above them.,park,park.n.01,1
358836,A large couch out on the open street.,buildings,building.n.01,0
520808,A bunch of kites are flying in the air on a beach.,clothes,apparel.n.01,0
158823,Two people standing in front of a train,wristwatch,wristwatch.n.01,1
400881,a sign is upside down on a pole,slide,slide.n.01,0
40334,A person cross country skiing on a sunny day.,shorts,short_pants.n.01,0
241565,A skier in a panda hat poses for the camera.,ball,ball.n.01,0
172303,A giraffe that is standing in the dirt.,plant,plant.n.01,1
175210,Two bears are sleeping on the ground outside,tree,tree.n.01,0
110174,A picture of a giraffe at a zoo,grass,grass.n.01,1
535777,A skate border jumping outside a court house. ,word,word.n.01,1
26668,Man kneeling in front of a motorcycle in an all white room. ,field,field.n.01,0
207629,Some cakes thatt wheeler to cool on top of the stove.,ears of a zebra,ear.n.01,0
258909,A long building lit up with a tower and clock along the water.,clock,clock.n.01,1
417672,The front end of a boat with a  chair sitting on top of it.,car,car.n.01,0
87210,A boat at sea with snow covered mountains in the background.,porthole,port.n.03,1
111171,A small cat laying in a wooden crate,head,head.n.01,1
164208,An old man reading a book in bed with the window open.,bed,bed.n.01,1
239936,A baseball batter prepares at the front of the batters' box while the catcher and umpire wait.,line,line.n.01,1
297357,Woman in striped shirt riding a skateboard on a ramp.,skateboard,skateboard.n.01,1
488707,A man flying through the air while riding a skateboard.,handlebar,handlebar.n.01,0
166474,A street in an East Asian city with signs on the stores and a person standing under an umbrella.,van,van.n.05,1
488750,A woman running across a tennis court with a racquet.,man,man.n.01,0
149657,a black orange and white cat is watching television,wall,wall.n.01,1
482728,a number of people on a table with many glasses,suit,suit.n.01,0
307612,A mattress is sitting on a bedframe on the floor.,slip,faux_pas.n.01,1
116792,A zebra walking beside a tree line in the grass.,fence,fence.n.01,1
275817,there are two sheep on the green ground.,legs,leg.n.01,1
385323,The snowboarder is grabbing the board while jumping up. ,window,window.n.01,0
478376,Some old buildings have a large clock tower.,tree,tree.n.01,1
242885,A side by side refrigerator is left open to reveal the chaos inside.,front tire,tire.n.01,0
352417,A toilet is in the room with a chalkboard on the wall.,head,head.n.01,0
491241,Two males on a couch looking at a book,shirt,shirt.n.01,0
328935,There are many people outside of a train station.,icing,frost.n.03,0
397599,This of the street is coned off and barricaded.,telephone,telephone.n.01,0
397482,A man rides his motorcycle through the water on the beach.,donut,doughnut.n.02,0
480599,A person standing on a closed suitcase on a stage.,pants,trouser.n.01,0
43704,A man riding a brown horse during a rodeo.,hinge,hinge.n.01,0
304434,The woman on the couch is happy with her electronics.,books,book.n.01,0
389232,Man skateboarding down a narrow path with a backpack on.,backpack,backpack.n.01,1
178181,Some cars are parked next to a skateboarder.,man,man.n.01,1
402541,A line of people riding dirt bikes during a dirt bike race.,window,window.n.01,1
268403,A kitchen with a white refrigerator and wooden side table and hanging pots and pans.,person,man.n.01,0
109139,A young boy is brushing his teeth with a blue toothbrush.,teeth,tooth.n.01,1
186247,A sandwich with a toothpick and beans on a plate,fruit,fruit.n.01,0
262724,A giant elephant statue walking down a street.,leaves,leaf.n.01,0
180672,A cat sitting on an organ looking out a window ,case,case.n.01,1
462449,a train is traveling past some buildings ,track,path.n.04,1
387206,A boy in the middle of a trick on his skateboard.,siding,siding.n.01,1
184942,Group of different types of motorcycles on a road together. ,motorcycle,motorcycle.n.01,1
155003,two giraffes behind a fence looking at the camera ,hand,hand.n.01,0
494680,A woman holding the arm of a life size teddy bear in a guard outfit.,store,shop.n.01,1
469894,A zebra eating grass and another zebra walking away in a distance. ,nose,nose.n.01,1
525782,Two men play with the Nintendo Wii while others watch. ,pelican,pelican.n.01,0
505643,A tennis player stands at full attention with her ratchet.,sole,sole.n.01,1
310926,A large bus driving down a road with some cars.,trees,tree.n.01,0
407589,A group of boats that are resting on the beach.,pole,pole.n.01,1
452852,"This is an old-fashioned kitchen, complete with many period tools.",frisbee,frisbee.n.01,0
326978,A young calf suckles from its mother as they graze with other cows.,calf,calf.n.01,1
549879,A small plane is flying over with grey sky's above,spine,spinal_column.n.01,0
554351,Vintage brown luggage piled on a metal platform.,person,person.n.01,0
91461,The famous Clocktower big been ascending into the sky,hands,hand.n.01,1
438802,Cat sleeping in a box on a desk top.,stripe,band.n.04,0
125353,A electronic device next to a water bottle and banana. ,can,can.n.01,0
472796,One person can be seen walking down the platform of this station.,hand,hand.n.01,1
89298,A man is standing on a towel with his phone to his ear.,pole,pole.n.01,1
363576,A woman standing next to a horse with fabric wrapped around it.,lights,light.n.02,0
336720,An old moped parked near a red building.,string,string.n.01,0
479328,"Several cows standing in a pasture, some of them grazing.",cows,cow.n.01,1
61562,A sandwich is made out of a glazed donut.,bacon,bacon.n.01,1
146722,A stone bench sits beside a trail on the side of a hill.,bench,bench.n.01,1
193318,A person on a skateboard on a city street.,field,field.n.01,0
417273,A tall white clock tower with palm trees lined up in front of it.,reflection,contemplation.n.02,1
37102,Man throwing a Frisbee during a game of disc golf,legs,leg.n.01,1
229618,A ramp in front of a house with a man and refrigerator on it.,bushes,shrub.n.01,1
114178,A plate filled with a fork and two pieces of bread that are stuffed. ,pipe,pipe.n.01,0
167813,People in lie to get hot dogs or lemonade .,sidewalk,sidewalk.n.01,0
445306,The open microwave has different types of food waiting. ,button,button.n.01,1
64534,A Phillies outfielder is done with the inning.,bird,bird.n.01,0
445141,A shaggy haired sheep looking alert on the side of a hill.,eye,eye.n.01,1
168294,two surfers in the ocean surfing at sunset.,red jacket,jacket.n.01,0
124591,A surfer in the ocean riding a large wave.,hair,hair.n.01,1
249977,A street sign giving directions next to some buildings,338,,1
481172,The idea of a toilet at its most minimalist. ,spice,spice.n.02,0
10907,A white keyboard sits on a table with a light shining on it.,enter button,button.n.01,1
107767,Luggage is lined up around an airport conveyor belt. ,suitcase,bag.n.06,1
557539,"a tray covered with cheese fries, a corn dog and a hot dog ",table,table.n.02,1
63014,A person snowboards on the side of a snowy cliff.,sky,sky.n.01,1
508606,A truck drives on the road past a utility pole and grassy hill.,house,house.n.01,1
368373,A toilet full of foliage out in the front of the yard.  ,shop,shop.n.01,0
150911,A group of people are riding an elephant across a river.,elephant,elephant.n.01,1
139469,A group of people surrounding a table holding a cake.,shirt,sweater.n.01,1
5483,A store with items on the counter and sign on the door. ,ceiling,ceiling.n.01,1
42516,A young person with an umbrella is crossing a busy intersection. ,wall,wall.n.01,1
504540,High flying jet plane on reddish hued cloudy sky.,left wing,wing.n.01,1
187582,a little girl standing by a suit case and holding onto the handle ,court,court.n.01,0
325545,A pile of carrots sitting on top of a cutting board.,ceiling,ceiling.n.01,0
266032,Brown cat laying down on an old shade couch chair. ,eyes,eye.n.01,1
267612,A man riding a wave on top of a surfboard.,surfboard,surfboard.n.01,1
25385,A man turns to smile for a photo while talking on the phone,dog,dog.n.01,0
569827,A truck travelling on the road near a house with a fence and trees. ,ski,ski.n.01,0
5237,A line of boats docked in a semi-circle at a dock in a harbor.,building,building.n.01,1
450006,A tennis player in a green shirt shakes hands over a net with a player in an orange shirt.,monitor,monitor.n.04,0
313873,"Three boys sitting on a bus with their skateboards, texting. ",truck,truck.n.01,1
194262,A large green and gold clo0ck tower on the street,roman numerals,roman_numeral.n.01,1
135806,A picture of a very big plane on the ground.,bags,bag.n.01,0
334735,Clock at a train station showing the time of the next trains arrival.,post,post.n.01,1
325950,Two cats fight with each other in a windowsill.,wall,wall.n.01,1
83959,The fancy donuts are attractively arranged in the tray.,building,building.n.01,0
279957,A plate that has food and bowl with liquid in it.,glass,glass.n.01,1
552199,a couple of people staking inside of a kitchen ,foil,foil.n.01,1
34113,A dog being teased with a half eaten slice of pizza. ,dog,dog.n.01,1
494383,A large mural of a toaster is painted on the building.,mural,mural.n.01,1
272957,A street filled with lots of motorcycles surrounded by small buildings.,reflections,contemplation.n.02,0
313506,A brightly colored train on the tracks near a covered platform.,tracks,path.n.04,1
471330,A group of people including two kids posing for a picture on a ski mountain.,glove,glove.n.02,0
127110,A brown bear walks through grass in the wild.,walkway,walk.n.05,0
208782,A large boat is in the water by a bridge.,napkin,napkin.n.01,0
111943,a couple of people are looking at a projector screen,bottle,bottle.n.01,1
166585,Two dogs that are riding in a canoe.,dog,dog.n.01,1
298848,Moped parked on the side of a road next to a sidewalk.,window,window.n.01,1
147775,The woman is sitting in her suitcase. ,sticker,gummed_label.n.01,0
226705,A man rides his motorcycle behind the cars in traffic.,bed,bed.n.01,0
426839,a man holding a silver cell phone in front of his face ,shirt,shirt.n.01,1
192744,A bowl that has various fruits and vegetables in it.,post,post.n.01,0
197094,A herd of wooly black-faced sheep stand close together on a hillside.,plant,plant.n.01,0
197296,A horse walking along the beach with another close behind.,patch,spot.n.05,1
535318,a wood bench is buried in some snow,barrier,barrier.n.01,0
257830,Snow skiers on a gentle slope near mountains and trees.,foot,foot.n.01,1
183350,A cat looking out a window at falling leaves.,window,window.n.01,1
211312,A man waving at kites in the sky,clouds,cloud.n.01,1
8846,a person in snow gear walking through some deep snow,hat,hat.n.01,1
31161,A woman in a red shirt flying a kite in a park.,road,road.n.01,1
494676,Two pizzas sitting on a table next to eating utensils.,snowboard,snowboard.n.01,0
257204,Herd of animals grazing on top of hill with mountains in background,mountains,sky.n.01,1
321127,A man with short grey hair talking on a cell phone.,phone,telephone.n.01,1
504321,There is a seagull standing on the side of a river,water,water.n.01,1
529303,Two people with tennis rackets on a hard surface tennis court with a building behind the courts.,license plate,license_plate.n.01,0
435249,A vase is sitting on the ledge with wilted flowers.,plate,plate.n.04,0
572859,Interior of clean modern oven displayed in kitchen.,six windows,window.n.01,0
302076,"A vintage  living area with white furniture, a grand piano and peacock stain glassed windows.",person,person.n.01,0
166297,A person carrying a surf board through the streets.,man,man.n.01,0
106589,A cow walking down a pathway in the woods. ,cow,cow.n.01,1
276218,Several teddy bears lined up with hearts and bow ties on them. ,giraffes,giraffe.n.01,0
361212,A very cute small bird perched on a branch.,trees,tree.n.01,0
158018,Train coming down a track next to a platform station.,sky,sky.n.01,0
55651,A couple of people standing at the sinks of a commercial kitchen.,building,building.n.01,0
538167,The stop sign is clearly visible for all to see.,railing,railing.n.01,1
12614,A man and woman standing in front of a window.,shirt,shirt.n.01,1
351116,Large tower like building with a white clock on the face. ,trays,tray.n.01,0
223650,a couple of parking meter are near a tree,legs,leg.n.01,0
195578,An elephant with a seat and umbrella on its back,sign,sign.n.02,0
261196,A table has a meal placed on top of it.,pizza,pizza.n.01,1
236350,Two white buckets with a pink umbrella sitting across one of them.,man,man.n.01,0
86745,Four adults and one child walking across enclosed pedestrian bridge at airport.,bus,bus.n.01,1
246364,Two black cows tied to posts driven into a cobblestone road.,cow,cow.n.01,1
324409,The street signs are clearly visible for us to see.,sign,sign.n.02,1
400104,A yellow and blue train moves along a track.,patch,spot.n.05,0
262538,A pair of tongs on top of a bowl of bagels. ,light,light.n.01,0
114940,A girl flying a kite on a green grassy hill.,kite,kite.n.03,1
81174,A close up of a very unique looking building. ,pants,trouser.n.01,0
535593,A plane flying in an airport with others parked ,post,post.n.01,1
398535,The people are walking around at the outdoor event.,marker,marker.n.01,0
330391,a clock attached to a building it with a sign above it,window,window.n.01,1
401032,Two people that are playing a video game.,smiling,mouth.n.01,1
53423,a gray skateboard on a beach near the ocean,sky,sky.n.01,1
541730,Multicolored bowls of dense salads sit together in a display case.,elbow,elbow.n.01,0
501565,A group of children waiting at a table for some cake.,clifford,,1
196558,Long pieces of wood sit in a row beside some rope.,rope,rope.n.01,1
27646,A brown horse wearing a purple outfit on top of a green field.,wipers,wiper.n.01,0
536823,Christmas themed teddy bears wear tiny hats and scarves. ,shoes,shoe.n.01,0
399165,A group of people on ski's in the snow.,snow,snow.n.01,1
364154,two males are playing with a white frisbee,leg,leg.n.01,1
266436,Two slices of different pizza are on wax paper.,pizza,pizza.n.01,1
184099,a desk with a keyboard and a monitor ,mug,chump.n.01,1
344288,a kitchen with a stove and a microwave ,headlight,headlight.n.01,0
358462,A horse pulling a cart full of lumber in front of a house under construction.,leaves,leaf.n.01,0
563999,Someone holding a lemon over a strainer while plucking out the seeds.,lemon,,1
211484,A white plate with a sandwich on top of it.,jar,jar.n.01,0
509895,A bedroom with green and red blanket on it.,post,post.n.01,0
414747,One man fixing his bowtie and another man looking.,woman,woman.n.01,0
536579,A baby giraffe standing next to an adult giraffe.,tufts,tuft.n.01,1
98694,A desktop computer sitting on top of a desk.,mouse,mouse.n.01,1
491857,A body of water that has a lot of people in small boats.,pants,trouser.n.01,0
578089,guy enjoys the sun and the warm water,handle,handle.n.01,0
319818,A large group of people and a mascot with toothbrushes.,person,person.n.01,0
271195,A boy hitting the ball with a bat during a softball game.,wearing,,1
45259,A woman eating a hot dog in a car.,car,car.n.01,1
322324,A mug of beer sitting on top of a table near the ocean.,ground,land.n.04,0
185514,A train is pulled up to the passenger loading.,table lamp,lamp.n.01,0
270916,A man in a shirt and tie looks contemplative at the camera.,lines,line.n.01,0
492399,A group of people are laughing and playing Wii.,woman,woman.n.01,1
527239,A large cat laying on top of a pair of shoes.,leg,leg.n.01,1
56506,A man flying through the air while riding skis.,clothing,clothing.n.01,0
540210,Stove and refrigerator sitting in an unused kitchen.,light,light.n.01,1
257860,Two people sit under an umbrella looking out at the ocean.,tail,tail.n.01,0
369931,two girls one eating and one drinking both smiling,wrist,wrist.n.01,1
378586,A group of airplanes on a runway waiting to take off.,building,building.n.01,0
37548,Elephants and lions spend time in their natural environment.,man,man.n.01,0
268008,Teammates look on as the batter swings at the ball.,tennis ball,tennis_ball.n.01,0
205234,A herd of zebra walking along a dry grass plain.,tracks,path.n.04,0
552811,A baby giraffe gets milk from its mother.,tabletop,tabletop.n.01,0
275413,A man placing a pan with a turkey in it into the oven.,turkey,turkey.n.01,1
96185,Two bears are playing in the water while a third bear watches from the water. ,moss,moss.n.01,1
457121,A strip mall with many different types of shops.,price,monetary_value.n.01,1
68163,A street scene with people walking and people on motorcycles.,bird,bird.n.01,0
431062,The person is skiing down the snow slopes. ,head,head.n.01,0
16715,a person stands on a hill top with fiddling with a kite ,sky,sky.n.01,0
517878,It appears to be a very nice day outside.,window,window.n.01,1
100124,Two men looking at and taking pictures of a plane on a runway.,ledge,ledge.n.01,1
65943,A person on a horse that is jumping a hurdle. ,helmet,helmet.n.02,1
415684,Man in red shirt getting ready to serve.,boat,boat.n.01,0
560359,A tired woman slumps on a large park bench.,neck,neck.n.01,0
157314,A blue umbrella sits on top of a black trashcan on a city street.,shoe,shoe.n.01,0
429658,a red black and yellow bus a male on a bicycle and buildings,sign,sign.n.02,1
239654,A couple of kittens laying in a pile of unused toilet paper.,tissue,tissue.n.02,1
268694,A red and blue bus driving down a street.,road,road.n.01,1
300123,A bear is standing on rocky ground with something in its mouth.,rock wall,,1
322943,Some people standing by each other in something that looks like a factory. ,head,head.n.01,0
551597,There is a brown and white horse eating grass on a field.,grass,grass.n.01,1
146317,Three double-decker buses sit parked at the edge of a building.,mirror,mirror.n.01,1
242631,A man outdoors jumping to catch a frisbee.,guy,guy.n.01,1
362091,a plate containing ground meat and yellow rice and carrots,boot,boot.n.01,0
486807,A woman is walking down the street while talking on the phone.,salad plate,salad_plate.n.01,0
154111,A zebra and several other wild animals move around an enclosure.,rock,rock.n.01,1
357644,A white fridge with a chalkboard for messages on it.,chainlink fence,fence.n.01,0
533377,The woman is standing in a room holding a baby. ,coat,coat.n.01,0
78354,A small airplane flying over the top of a building.,shirt,shirt.n.01,0
373421,A large red bed sitting between a couple of tables.,wall,wall.n.01,0
203538,A woman poses for a picture around the table.,teeth,tooth.n.01,1
89112,A young girl eating a plate of pasta.,bread,bread.n.01,1
96106,A Delta flight pulled up to a terminal at an airport.,boot,boot.n.01,0
343559,a couple of appliances sit on top of a carpet ,leg,leg.n.01,0
166001,"A view from behind a bunch of cows, walking down the dirt.",footprints,footprint.n.01,1
566668,A living room with beige furniture and large windows. ,man,man.n.01,0
421616,An empty bathroom with a toilet and cabinet.,toilet,toilet.n.01,0
233354,The tile and the toilet are in need of a good cleaning.,toilet,toilet.n.01,1
298840,Electronic monitoring console with switches and dials and knobs.,green sticker,gummed_label.n.01,1
50366,a train on tracks near people walking ,box,box.n.01,0
387512,A food truck carrying specialty foods for restaurants is parked alongside the street of a residential neighborhood. ,dog,dog.n.01,0
311478,Different types of desserts are shown on a platter.,blueberry,blueberry.n.01,1
283199,a red white and brown bird on a wire and some apples,bird,bird.n.01,1
415871,Only a quarter of the chocolate cake remains on the plate.,inkprint,,1
233271,A skier is hitting the snow hard on their board. ,wall trim,wall.n.01,0
314846,a male in a white shirt with a baby and a controller,man,man.n.01,1
219958,Man wearing headgear made from fruit at attended event.,hair,hair.n.01,0
246446,A red double-decker bus with a open top level.,backpack,backpack.n.01,0
354579,A man in a black wetsuit walking in ocean with surfboard.,window,window.n.01,0
443701,a big bowl with berries and nuts and a wooden spoon,pole,pole.n.01,0
555631,A small sail boat with men and bicycles.,sail,sail.n.01,1
322662,Several people engaged in play on twin tennis courts.,donuts,doughnut.n.02,0
277449,A man with a knife cutting into a cake.,pipe,pipe.n.01,0
9012,A table full of different types of breakfast foods.,glass,cup.n.01,1
372588,A very clean hotel room with two beds and a flat screen TV.,tree,tree.n.01,0
472461,a close up of a person in a body of water holding a parachute,frown,frown.n.01,0
561636,A long legged pony standing in a green yard,fence,fence.n.01,1
175122,Motorcycle parked next to cow in grazing field.,grass,grass.n.01,1
278469,Dog walking towards a fire hydrant on a snowy day.,dog,dog.n.01,1
379749,A PLANE IS SITTING ON THE RUNWAY AT THE AIRPORT,human,figurine.n.01,0
465008,A white airplane with the door open. ,part,part.n.01,0
463327,"A living room furnished with couches, lamps, and art.",tv,television.n.01,1
253332,a truck and a car stopped on a city street ,fence,fence.n.01,1
578193,A traffic light hanging from the side of a pole.,pole,pole.n.01,1
260123,A large building that has a street in front of it.,wall,wall.n.01,1
197686,A airplane that is sitting on the runway.,sheep,sheep.n.01,0
545314,A bearded man wearing a tie standing near a dirty wall.,pavement,pavement.n.01,1
253123,A white plate topped with a hot dog and baked beans.,person,person.n.01,0
383890,A man doing a trick with a frisbee on a beach.,buliding,,1
338363,A building with a very tall clock tower sticking out of it.,blue sky,sky.n.01,1
497259,Inside view of a white toilet with the lid raised.,light glare,glare.n.01,1
367952,Several colorful kites are flying over a rock.,tail,tail.n.01,0
147846,A couple of people walking down a street with luggage.,bike,bicycle.n.01,1
104337,THERE IS AN OLYMPIC SKI RACE IN THE SNOW,person,person.n.01,0
59244,a long table filled with assorted food at what looks to be a restaurant,man,man.n.01,0
381350,Several bear figurines on display in front of a clock.,door frame,,1
289040,A public transportation type train rapidly approaching the platform,headlight,headlight.n.01,0
136835,A large amount of animals standing around in a fence.,either side,side.n.01,0
180098,A plane soars high over this steel building.,plate,plate.n.04,0
18670,A bunch of bananas is on the table with some other plates.,spoon,spoon.n.01,1
159072,A grass yard that has a large sheep laying down on the grass next to a dog.,ground,grass.n.01,1
273456,An adorable young girl flying a kite amongst a beautiful blue sky.,roll,axial_rotation.n.01,0
430351,A male tennis player engaged in competition on grass.,tennis ball,tennis_ball.n.01,1
175693,A red and yellow fire hydrant getting covered with snow,pole,pole.n.01,1
394269,The two personal pizzas are on plates near a glass of soda.,floor,floor.n.01,0
15302,A baseball player taking a swing at a ball,steel,steel.n.01,0
55879,A old photo shows a man with his two horses,tie,necktie.n.01,0
144330,A picture of a persons meal of a sandwich and smoothie.,bread,bread.n.01,1
392363,A street lined with motorcycles and loan biker riding along,wall,wall.n.01,0
337853,An old style train with several cars on the tracks.,white clouds,cloud.n.01,1
132170,The large skinny dog is laying on the chair.,remote control,control.n.01,1
300207,A vehicle has logs strapped to the back of it.,logs,log.n.01,1
450684,A professional baseball pitcher warming up in the bullpen.,sticker,gummed_label.n.01,0
287407,A variety of desserts being displayed on some shelves.,character,fictional_character.n.01,0
213530,Two people who are sitting at a table eating.,glasses,spectacles.n.01,1
389016,A woman painting a picture of a house by a stop sign.,shirt,shirt.n.01,0
95999,a army plane parked as people take pictures ,airplane,airplane.n.01,1
541556,a pair of cows eating grass with mountains behind them,cloud,cloud.n.01,1
419724,there are many skiers that are on this ski resort ,helmet,helmet.n.02,1
139183,The bucking horse seems to be falling down.,man,man.n.01,1
1822,"A room with three chairs, a table and a couch on it. ",paws,paw.n.01,0
410155,Four men look on as the fifth man describes what is going on.,pole,pole.n.01,0
558276,A monkey teddy bear below a regular teddy bear,eyes,eye.n.01,1
247493,A road that has a fence on one side and a park bench on the other with a person seated on the bench next to a bicycle.,shades,shade.n.01,0
439519,A clock mounted above a section of tile covered wall.,counter,counter.n.01,1
109212,A couple of zebras graze in their zoo habitat.,this,log.n.01,1
266369,A woman in blue jacket looking at a cellphone.,woman,woman.n.01,1
191408,A person putting a hot dog out of a copper container with tongs.,bread,bread.n.01,1
199332,A pizza sitting on top of a wooden cutting board next to a white plate.,banner,banner.n.01,0
132816,A young boy wearing a blue jacket eating a donut.,mouth,mouth.n.01,0
469199,A young man holding a white frisbee on a field.,people,people.n.01,0
345870,A small white bathroom with tiled walls and floor.,sink,sink.n.01,1
370461,Two zebra stand apart near a calm lake.,ground,land.n.04,1
20031,A toilet seat open with human waste in the bowl. ,lid guard,,1
149188,A towel hanged in a restroom with green wall.,blue shirt,shirt.n.01,0
61732,The buildings on the street are all covered in bright lights.,casino,casino.n.01,1
74354,A man sits on a snowboard while other people observe an event.,stems,root.n.03,0
66406,A man feeding an elephant from a large bottle.,eye,eye.n.01,0
371647,A dark building with a clock on the wall.,ripples,ripple.n.01,0
308078,A small dog is resting its head on the plate. ,person,person.n.01,0
124765,This is an image of  several types of buses in a city.,road,road.n.01,1
381560,An elephant is eating a big mouthful of vegetation.,grass,grass.n.01,1
231029,A kitchen with several brass pots and pans on stove tops.,water,water.n.01,0
497662,Park ranger with a big dead grizzly bear,elephant,elephant.n.01,0
89033,A boy wearing a blue shirt holding a bunch of bananas.,sign,sign.n.02,1
431847,Two giraffe stand on the grassy hill near trees.,tree,tree.n.01,0
252194,An old style lamp post has a sign that displays the names of businesses inside of the building.,word,word.n.01,1
54696,Several people boarding an old fashioned airplane in a field. ,people,people.n.01,1
74576,"A desk area with two monitors, and lap top.",key,key.n.01,1
7650,this is a man walking down a dirt path,car,car.n.01,1
61867,Four zebras grazing in a grass covered field.,toilet,toilet.n.01,0
294410,The silhouette of a surfer rides a wave on a board in the ocean.,line,line.n.01,0
522330,The dog is laying down next to the suitcases. ,black jacket,jacket.n.01,1
431240,a room for a child with a bunk bed and little blue ladder on the side,donut,doughnut.n.02,0
199126,A woman stands in the water next to a man in a boat.,bus,bus.n.01,0
265106,a space ship on a large air plane,grass,grass.n.01,0
263,A couple of elephants playing with each other in their pen.,trunk,trunk.n.01,1
314048,Man and woman with hotdogs sitting down outside by an air condition unit.,house,house.n.01,1
108701,a building in a city near buildings with a sky background,counter,counter.n.01,0
164909,A small VW bus cut in half by a wall.,frond,frond.n.01,1
123765,a cat standing on its hind legs with its front legs resting on the steps of a ladder.,red pair,pair.n.01,0
548933,A jet airplane descends below the clouds for landing.,girl,girl.n.01,0
38490,A group of giraffes standing together inside a fenced area.,scene,scene.n.01,1
567630,A couple of girls with tennis rackets in a room.,tie,necktie.n.01,1
16040,A streetlight extended out over of a traffic light.,jeans,jean.n.01,0
243211,a child in the bathroom playing in the toilet,arm,arm.n.01,1
393978,A guy on a skateboard does cool tricks at a city skate park. ,lamp,lamp.n.01,0
414639,A man is ready to swing a bat at a baseball game.,players,player.n.01,1
116882,A woman sits at a wine tasting trying to decide which one to serve at her event,table,table.n.02,1
433055,A big plate of salad on a wooden table in a dark place.,buildings,building.n.01,0
103341,A post at an intersection with two street signs.,feet,foot.n.01,1
134362,A child plays with a kite beside a lake.,kite,kite.n.03,1
234642,This is a young man on a surfboard,hair,hair.n.01,0
199318,A full view of a building on a cloudy day. ,remote,control.n.01,0
571805,there is a male tennis player playing on the court,grass,grass.n.01,0
368893,Black and green sign hanging on top of a brick building. ,beer,beer.n.01,0
250720,There is a bathroom with a toilet with a strange seat.,faucet,faucet.n.01,1
380227,A person on skis turned sideways on a snowy hill.,snow,snow.n.01,1
510572,"A lady sitting at a table with two babies in her hand eating at a table, with another small baby in a car seat.",food,food.n.01,1
573611,Three men sitting on the sofa holding white sticks with wires. ,man,man.n.01,1
362198,a kitchen with a sink a stove with cupboards,wall,wall.n.01,1
290314,A bowl with a mixture of different kinds of food in it . ,hot dog,dog.n.01,0
130914,A large jet is flying over a busy highway.,brown sign,sign.n.02,1
433145,a close up of a young baseball player swinging a bat,knob,knob.n.02,0
125499,"An apple, watermelon and bananas are setting on the table.",man,man.n.01,0
94059,Pink flamingos standing in water  socializing with each other.,beak,,1
328581,A girl wearing a motorcycle helmet and a dog wearing a camo hat,wall,wall.n.01,0
442645,Group of people standing on a beach while kites are being flown. ,slope,slope.n.01,0
157314,A blue umbrella sits on top of a black trashcan on a city street.,light,light.n.01,1
69049,A kite is flown over a small city scene.,room,room.n.01,0
416644,People sitting a conference room near a laptop. ,tail,tail.n.01,0
579419,A soccer goalie about to kick the ball. ,tree,tree.n.01,0
575228,Kitchen and refrigerator with various magnets on door and book shelves.,dish,bowl.n.01,1
14873,A bunch of people walking and doing things down the street,arm,arm.n.01,0
139496,Lights shine brightly behind a street sign with icicles on it.,white bucket,bucket.n.01,0
445462,A man sitting next to a woman and bags of luggage.,arms,arm.n.01,0
225329,An open top bus is driving along a city street. ,wall,wall.n.01,0
483630,There is a male tennis player about to serve the ball,man,man.n.01,0
14388,Two people on scooters sitting at a traffic light.,collar,collar.n.01,0
536041,A bunch of sheep grazing on a hill with a person looking on.,sky,sky.n.01,1
16342,A bunk room with several beds in close quarters.,hood,hood.n.08,0
381984,"A clean, unused Oster blender sits on a counter top.",wearing glasses,spectacles.n.01,0
480940,An outdoor garden area with verdant plants and a tree. ,tile,tile.n.01,0
371255,A tea kettle sitting on top of a stove top oven.,handle,handle.n.01,1
253222,A sideways picture of a kitchen with no floor. ,hat,hat.n.01,0
21248,A couple walking their big dogs on city streets at dusk in Summer,woman,woman.n.01,1
369630,Closeup of a hard drive plugged into a laptop.,sd card,,1
19015,A clock mounted in the top of an ornate window,window,window.n.01,1
