image_id,premise,hypothesis,hyp_rel,label
556406,a large herd of zebras in a big open field,zebra to the left of zebra,"[[1120427, u'beside', None, 1120428]]",1
311428,The couple is having a conversation on the horse drawn cart.,man sitting on the wagon,"[[2500132, u'sitting on', u'be.v.01', 2500133]]",1
576855,A man and his dogs are on park benches.,the man is reading a newspaper,"[[475856, u'reading', u'read.v.01', 475863]]",1
57005,Pink flowers in a flower box below and elevated street front.,Two panes of glass are over the door.,"[[651680, u'over', u'over.r.01', 651665], [651681, u'over', u'over.r.01', 651665]]",1
17170,the feet of lacrosse players on field during a game,sandwich with bread and meat,"[[2513945, u'ON', u'along.r.01', 2513944], [2513946, u'ON', u'along.r.01', 2513944]]",0
575220,some people in a field holding a kite near a body of water ,man wearing backpack,"[[2490583, u'WEARING', u'wear.v.01', 3518706]]",1
371647,A dark building with a clock on the wall.,Clock has black face.,"[[2316425, u'has', u'have.v.01', 2415249]]",1
412200,Two surfers enjoy a sunset on a sandy beach. ,Yellow letters on red shirt,"[[1899126, u'ON', u'along.r.01', 3725700]]",0
122356,a white boat sitting next to a dock and a larger boat,windows on a yacht,"[[2956893, u'ON', u'along.r.01', 2956898], [2956894, u'ON', u'along.r.01', 2956898], [2956895, u'ON', u'along.r.01', 2956898], [2956896, u'ON', u'along.r.01', 2956898], [2956897, u'ON', u'along.r.01', 2956898]]",1
141429,A group of snow enthusiasts walking up a hill. ,name and year in bottom left corner,"[[2556597, u'IN', u'in.r.01', 2556599], [2556598, u'IN', u'in.r.01', 2556599]]",0
252194,An old style lamp post has a sign that displays the names of businesses inside of the building.,gate forged with straight and curved metal,"[[363625, u'has', u'have.v.01', 363636]]",1
449873,a pitcher with one leg up after throwing the ball ,umbrella on the ceiling,"[[1616729, u'ON', u'along.r.01', 1616730]]",0
220089,An old red Chevrolet truck parked alone in a parking lot.,yellow license plate on red truck,"[[3372870, u'ON', u'along.r.01', 3372871]]",1
220284,Two men who are in the grass with a frisbee.,the head of a man,"[[3277949, u'ON', None, 3277950]]",1
478262,A sexy young lady playing a game of frisbee with a man in a  purple shirt.,holding the racquet with both hands,"[[1184417, u'hold', u'have.v.01', 1184418]]",0
306359,A couple of people shopping at a farmer's market,Yellow bananas on the sidewalk,"[[3410412, u'ON', u'along.r.01', 3038309]]",1
166592,A man flying through the air while riding a snowboard.,the lego is holding a racket,"[[3013577, u'holding', u'have.v.01', 3013578]]",0
81065,A man sitting and a lady laying in the grass with a Frisbee by her foot.,a vase with flowers in it,"[[391695, u'IN', u'in.r.01', 391696]]",0
332943,A brown teddy bear with a bow on its head sits under an umbrella,skier with holding two poles ,"[[2436390, u'holding', None, 2436391]]",0
63143,A computer with a car background sits on a glass desk.,four people sitting on a low wall,"[[650607, u'ON', u'along.r.01', 650631]]",0
517408,A person on on skis leaning on their poles.,wet tail on dog,"[[2203269, u'ON', u'along.r.01', 2203270]]",0
44739,A yellow train pulling up to a station filled with people waiting.,soft blanket draped over a bed's footboard,"[[2251049, u'drapped over', u'over.r.01', 3866414]]",0
153888,War planes parked on a tarmac at an airport.,shrubs with pink flowers,"[[1641301, u'with', None, 1641302]]",0
267111,A man removing stuff from the back of a pick up truck. ,black helmet on head,"[[2206821, u'ON', u'along.r.01', 2206822]]",0
50819,A large clock sits atop a chaple like building.,clock on a tower,"[[1203281, u'ON', u'along.r.01', 1203282]]",1
507278,a sheep eating hay next to a log cabin.,cat looking at a bird,"[[347670, u'looking at a', u'look.v.02', 347673]]",0
569539,A cat is climbing on furniture to look out a window.,Hinge on the door.,"[[518241, u'ON', u'be.v.01', 518240]]",1
444464,One adult giraffe and two kid giraffes standing in the woods.,the neck of a giraffe,"[[431604, u'OF', None, 431590]]",1
577464,A person walks between buildings on a city street and carries a red umbrella.,a woman is wearing blue pants.,"[[1268424, u'IN', u'in.r.01', 1268407]]",1
163599,A group of small boats gathered in the bay,two blue boats in shallow water,"[[319224, u'IN', u'in.r.01', 319206], [319227, u'IN', u'in.r.01', 319206]]",1
565480,A man in striped shirt and jeans on stairs looking at cellphone.,electronic equipment on a table,"[[2121614, u'sitting on top of', u'sit.v.01', 2121615]]",0
242290,a brown bear standing still in a field,a brown bear's ears,"[[742049, u'has', u'have.v.01', 742070]]",1
400919,Several people in a room playing the Nintendo Wii.,leg of a person,"[[3038058, u'OF', None, 3038059]]",1
505420,A man that is crouched down skiing down a hill.,person is skiing on hill,"[[1853796, u'skiing on', u'along.r.01', 2262359]]",1
242755,A man puts a spoonful of food into his wide open mouth in black and white.,The boy has short hair.,"[[618213, u'has', u'have.v.01', 618217]]",0
104844,Motorcyle in bad need of repair sitting in a driveway.,the seat on a bike,"[[2104885, u'on a', u'along.r.01', 2104886]]",1
454566,A woman that has a racquet and standing on a tennis court.,Mirror on blue bike,"[[246048, u'ON', u'along.r.01', 246039]]",0
130328,Light pours into a bedroom from an open window.,the blanket is next to the bed,"[[2206602, u'next to', None, 2206603]]",1
410817,City street during the winter at an intersection.,Brown table is on the rug,"[[2544324, u'ON', u'along.r.01', 2544325]]",0
215806,Two beached boats sitting on a shore next to a large body of water.,the birds are on the water,"[[3311593, u'IN', u'in.r.01', 3706405], [3311594, u'IN', u'in.r.01', 3706405], [3311595, u'IN', u'in.r.01', 3706405], [3311596, u'IN', u'in.r.01', 3706405], [3311597, u'IN', u'in.r.01', 3706405]]",0
413560,The giraffe stretched its neck to get the offered snack.,an ear of a sheep,"[[910161, u'has', u'have.v.01', 910181]]",0
489123,A light plane sits on a sandy beach in front of ocean.,water at the beach,"[[3102743, u'IN', u'be.v.01', 3102744]]",1
449847,Guy sits in traffic on a motorcycle behind a car,white solid line on the street,"[[3789922, u'ON', u'along.r.01', 1576464]]",1
428477,A park is full of people that are flying kites.,Person with black strap around shirt,"[[3862650, u'around', u'approximately.r.01', 3862655], [2107916, u'with', None, 3862650]]",1
495665,A man is driving a cart with a horse pulling it.,Old house with sunburned roof,"[[1714890, u'has', u'have.v.01', 1714891]]",1
781,"While a purple/blue sky with what looks like a kite or a loose para-sail floating in it covers most of a distance shot, the bottommost part shows grassy side banks and a body of water with a water skier being pulled.",man is surfing with kite,"[[1686899, u'surfing with', None, 1686900]]",1
554452,A young boy walking across a road holding a kite.,white shirt with the number 33,"[[737887, u'has', u'have.v.01', 737885]]",0
21587,A person on a riding on a wooden skateboard.,person skating on a board,"[[2129686, u'SKATING ON', u'along.r.01', 3562477]]",1
105172,An elephant is looking away from the camera in the wilderness. ,a  large elephant in a field,"[[1710465, u'IN', u'in.r.01', 3565528]]",0
254418,A flooded city street with a traffic light above it.,a zebra's leg ,"[[1081599, u'has a', u'have.v.01', 1081611]]",0
7650,Two people are walking in a parking lot holding surfboards. ,the person holding the surfboard in front of them,"[[2413596, u'holding', u'have.v.01', 3663008]]",1
552005,A dog has it's head out of the backseat of a windows.,dog appears to have eyes closed,"[[2710571, u'closing', u'close.v.01', 3679394], [3679394, u'belonging to', u'belong_to.v.01', 2710571]]",1
512948,A farm with lots of green banana plants sitting next to each other.,dirty white burlap with orange stitching,"[[902428, u'on side of', u'along.r.01', 902427]]",1
236335,A man on the team called Atlanta braves is up to bat. ,white chalk on the ground,"[[2622836, u'ON', u'along.r.01', 3714199]]",1
442786,There are a lot of people walking across the plaza.,white clouds in blue sky,"[[3249403, u'IN', u'in.r.01', 3249404]]",1
481838,A large stone castle with cattle grazing in front of it.,the ear of a man,"[[2126939, u'OF', None, 3620054]]",0
352185,A person on a bike in front of a bus.,black number on clock,"[[3172490, u'ON', u'along.r.01', 3167926]]",0
229494,a woman with a plate and a cat in her lap,a red lid on a jar,"[[3244931, u'ON', u'along.r.01', 3244932]]",0
132170,A dog laying in a grey chair with a ottoman with three remote controls in front.,Dog is on a gray chair,"[[2543369, u'ON', u'along.r.01', 2543370]]",1
576343,The wall of a bathroom is being torn down.,piece of wall on floor,"[[2116542, u'ON', u'along.r.01', 2116543]]",1
95278,A group of people that are standing toghether.,plastic silverware in the tray,"[[1928662, u'IN', u'in.r.01', 2988764]]",0
159987,A line of buses and a car on a road.,snowboarder with green pants,"[[1316254, u'with', None, 1316279]]",0
206731,The stuffed bears each have small crowns on them.,row of pencil cases,"[[3805077, u'OF', None, 2716103], [3805077, u'OF', None, 2716104], [3805077, u'OF', None, 2716105], [3805077, u'OF', None, 2716106]]",1
24105,Two men and woman eating and working on laptops.,a white plate on the table ,"[[2797336, u'ON', u'along.r.01', 2797337]]",1
559633,a man on a horse riding in front of a horse,Bottom half of toilet in bathroom.,"[[292700, u'has', u'have.v.01', 292721]]",0
516189,The jeep is parked and the bag are out of the jeep.,a bag on the ground,"[[1734582, u'ON', u'along.r.01', 1734586], [1734583, u'ON', u'along.r.01', 1734586], [1734584, u'ON', u'along.r.01', 1734586], [1734585, u'ON', u'along.r.01', 1734586]]",1
578497,two  red and white plates with an egg roll rice and other food and some sauces,Asian food on a red and white plate.,"[[341388, u'ON', u'along.r.01', 341387]]",1
43931,A young girl in a purple wet suit riding a surfboard in the ocean.,Boat out on the water,"[[486162, u'has a', u'have.v.01', 486161]]",0
181766,A skier takes a sharp turn between trees.,two skis on snow,"[[233617, u'ON', u'along.r.01', 233620], [233618, u'ON', u'along.r.01', 233620]]",1
295310,A small boat floating on top of a body of water.,small black eye of small grey bird,"[[1904948, u'of', None, 1904949]]",0
113370,A white city bus pulling up to a bus stop.,two front headlights on bus,"[[920662, u'ON', u'along.r.01', 920651]]",1
306868,"A bathroom with a tub, shower and toilet.",a window above the tub,"[[431943, u'above', u'above.r.01', 431940]]",1
47093,A woman walking and talking on a cell phone.,skier looking down with poles pointing back,"[[2288003, u'looking down with', u'look.v.02', 2288004]]",0
251072,two elephants are walking together down the street,the tail of an elephant,"[[525507, u'has', u'have.v.01', 525510]]",1
200736,A box that has items inside of it.,bottom of blender with blade,"[[1360059, u'OF', None, 1360041]]",1
203107,A red Frisbee is on top of a yellow Frisbee in a basket.,black words on the frisbee,"[[489688, u'ON', u'along.r.01', 489684]]",1
61711,A herd of cattle grazing together in a pasture.,the wheels under the plane,"[[2676885, u'under', u'under.r.01', 2704233], [2676886, u'under', u'under.r.01', 2704233], [2676887, u'under', u'under.r.01', 2704233], [2676888, u'under', u'under.r.01', 2704233], [2676889, u'under', u'under.r.01', 2704233]]",0
419772,A person sits on a horse overlooking the land.,a girl riding the horse,"[[2637431, u'riding', u'depend_on.v.01', 3658134]]",1
478755,"A batter, runner, catcher and two referees at a baseball game.",brown chairs under umbrella,"[[3835392, u'under', u'under.r.01', 3835395], [3835393, u'under', u'under.r.01', 3835395], [3835394, u'under', u'under.r.01', 3835395]]",0
48824,Person reaching up a telephone pole by a fire hydrant.,gray bag filled with rectangles of colored paper,"[[2228373, u'filled with', u'be.v.01', 2228374]]",1
59351,"A person walking on a dirt path with a horse beside them, and the horse is carrying a pack on it's back.",Woman is wearing shoes,"[[3013246, u'wears', u'wear.v.01', 2710902]]",1
29153,A group of people climbing onto the back of a truck.,a person standing behind a truck.,"[[1357950, u'behind', u'be.v.01', 1357945], [1357952, u'behind', u'be.v.01', 1357945], [1357951, u'behind', u'be.v.01', 1357945], [1357949, u'behind', u'be.v.01', 1357945]]",1
169495,There are three pieces of furniture in the living room,chair leans against wall,"[[2510986, u'leans against', u'tend.v.01', 2510989]]",1
502679,The man stands at the gate railing with a surfboard near parked bikes.,cars parked on the side of the street,"[[1951496, u'parked on', u'along.r.01', 3760805]]",0
400093,A city bus driving through traffic in heavy rain,Boy wearing a white shirt,"[[295437, u'has', u'have.v.01', 295448]]",0
241440,A duck in the middle of still water.,the water is reflecting the sky,"[[1333063, u'reflecting in', u'chew_over.v.01', 1333065]]",1
462988,White and red boat being pulled by a big truck. ,Military vehicle entering the water,"[[2740576, u'entering', u'enter.v.01', 2740577]]",1
275829,A sheep grazes in a grassy area in a black and white photo.,the hay in the container,"[[2454660, u'IN', u'in.r.01', 3575732]]",1
519510,A man wearing blue and green throwing a white frisbee,the frisbee in the man's hand,"[[774863, u'IN', u'in.r.01', 3750560]]",1
465676,An elephant using its trunk to paint art with a brush,a paintbrush held by the elephant's trunk,"[[1163275, u'held by', u'have.v.01', 1163276]]",1
92761,a surfer riding a small wave in the ocean,the dirt under the blue sky,"[[1068371, u'under', u'under.r.01', 1068367]]",0
539924,A person skiing with the ski lift behind them.,trees on the slope,"[[3834437, u'ON', u'along.r.01', 3834438]]",1
563319,A group of people that are on a baseball field.,a nail on a finger,"[[424610, u'has', u'have.v.01', 424611], [424608, u'has', u'have.v.01', 424612]]",0
6590,A little girl is sitting with an umbrella,white shoe being worn by little girl,"[[875194, u'worn by', u'wear.v.01', 875188]]",1
374818,An airport tarmac with jets parked on top of it.,the women are holding eachother,"[[1262032, u'holding', u'have.v.01', 1262033]]",0
509677,A group of tables spread out across a beach.,a bunch of small boats docked on a river,"[[1953091, u'IN', u'in.r.01', 1727972]]",0
571906,A man cuddles with a woman who holds a banana. ,snowboarder going down the slope,"[[2449018, u'ON', u'along.r.01', 1900011]]",0
430964,A woman riding down a snow covered ski slope on skis.,logo on the sleeve of the suit,"[[2943217, u'ON', u'along.r.01', 3682203], [3682204, u'has', u'have.v.01', 3682203]]",0
231272,a stuffed animal on a counter near balloons,The sticks of the balloons behind the bear.,"[[419441, u'have', u'have.v.01', 419444], [419441, u'behind', u'behind.r.01', 419426], [419444, u'behind', u'behind.r.01', 419426]]",1
329134,A person on their computer with pet in lap.,dog sleeping on person's legs,"[[3782307, u'has', u'have.v.01', 3782305], [2607645, u'sleeping on', u'along.r.01', 3782305]]",1
193902,People are skiing down a snowy hill. ,Black and grey fur on a cat,"[[3534728, u'ON', u'along.r.01', 2698328]]",0
476207,A cupcake with fancy frosting and a littel bow.,a red bow with white spots,"[[2688844, u'with', None, 2688845]]",1
44251,Old white refrigerator sitting between wooden cabinets in kitchen. ,crumb on a plate,"[[739471, u'ON', u'be.v.01', 739460]]",0
237401,Cows are lying down and grazing in the open field,Chubby baby on a white bed,"[[1313555, u'ON', u'along.r.01', 1313553]]",0
292993,A cat's face is reflected in a round magnifier mirror.,the head of a cat,"[[448297, u'has a', u'have.v.01', 448305]]",1
81886,a man in a boat drives through some water with a dog,ladder in the water,"[[2426701, u'IN', u'in.r.01', 2426702]]",1
383368,Two sheep are standing behind a wooden gate.,Eye and ear on the sheep.,"[[2983157, u'ON', u'along.r.01', 2983159], [2983158, u'ON', u'along.r.01', 2983159]]",1
51851,a bathroom with three sinks  a chair and a toilet,Broom leaning on the wall,"[[799128, u'leaning on', u'tend.v.01', 799129]]",1
575284,Two men on surf boards at the beach.,man has arms extended,"[[611893, u'has', u'have.v.01', 611902]]",1
335063,An older man skateboarding in a parking lot.,colorful awning of a store ,"[[481756, u'has', u'have.v.01', 481757]]",0
305371,An sign with oriental writing on a street with decorative lights.,picture in a black frame,"[[2771573, u'IN', u'in.r.01', 2771574]]",0
528840,A man riding a wave on top of a surfboard.,man wearing white shirt ,"[[911867, u'wearing a', u'wear.v.01', 911869]]",0
70444,A traffic light is green on an urban street in the United States.,trees lining the road,"[[585467, u'by', u'by.r.01', 585442]]",1
144357,Many different colored umbrellas floating in the air.,a line in white ice,"[[1137077, u'IN', u'in.r.01', 1137078]]",0
168569,A baby holding a tennis racket upside down on a tennis court.,bench is holding items,"[[3286567, u'holding', u'have.v.01', 3286568]]",1
42819,A train is being boarded by passengers by a platform.,person with heavy coat and scarf,"[[3702682, u'with', None, 2929972], [3702682, u'with', None, 2929973]]",1
206606,a guy doing a flip on a skateboard near a city,Feet doing best stay on board,"[[1100881, u'ON', u'along.r.01', 1100854]]",1
187735,A baseball player breaks his bat while hitting.,fluffy green bush along the track,"[[2945824, u'along', u'along.r.01', 2945825]]",0
451160,wax figures of persons that fought in the war,reflections on the wall.,"[[1255365, u'ON', u'along.r.01', 1255366]]",1
104591,Giraffes in an enclosure next to a play mountain for children.,black letter on paper,"[[2727561, u'ON', u'along.r.01', 3421165]]",0
402051,an image of a man throwing his hands and waving out of a car,white car with blue lettering sitting on a curb,"[[1026314, u'has', u'have.v.01', 1026320]]",0
54130,multiple photos of people wearing skis on a hill,a woman holding ski poles,"[[1206410, u'holding', u'have.v.01', 1206405]]",1
510366,A boy is holding a skateboard to show the underside.,Horns and ears on cow.,"[[3441478, u'ON', u'along.r.01', 3441479]]",0
482731,"Two baseball players during a game, one running to a base while the other looks to catch the ball.",green frosting on top of cake,"[[2314864, u'ON', u'along.r.01', 1757070]]",0
10414,A bento style lunch box is filled with vegetables and fruits. ,sheep in a pen,"[[1995964, u'IN', u'in.r.01', 1702488]]",0
208824,A parking meter next to a car on the road.,the cup and straw on the table,"[[1328050, u'ON', u'along.r.01', 1328051]]",0
42751,A clock made out of books sitting on a book shelf.,three books make clock,"[[394786, u'makes', u'make.v.01', 394800], [394785, u'makes', u'make.v.01', 394800], [394784, u'makes', u'make.v.01', 394800]]",1
53423,There are footprints on the sand near a skateboard.,faded white crosswalk on the road,"[[1353327, u'ON', u'along.r.01', 1353315]]",0
180315,an elephant getting a drink of water at the zoo,A belt in the pants.,"[[506255, u'IN', u'be.v.01', 506226], [506256, u'IN', u'be.v.01', 506227], [506257, u'IN', u'be.v.01', 506258]]",0
408029,a men's bathroom with a urinal on the wall,red part of the toilet,"[[570311, u'has', u'have.v.01', 570326]]",1
241310,A tall giraffe standing next to a bunch of trees.,Plant behind the pole. ,"[[710010, u'behind', u'be.v.01', 710011]]",0
527597,A baby elephant standing next to it's mother with blood pouring down her leg.,Plate with french fries and various condiments,"[[258594, u'with', None, 258593]]",0
509373,A man walks behind a horse in a recently plowed field.,grass on the hillside ,"[[2971434, u'growing on', None, 2971435]]",1
216740,A picture of a stoplight from a car.,Clouds in the blue sky,"[[1248392, u'IN', u'in.r.01', 1248391]]",1
408219,a person jumping a snow board in the air,icon on the computer,"[[916060, u'has', u'have.v.01', 916067]]",0
231503,A giraffe straining to eat leaves from a tree.,head of the man,"[[625201, u'has a', u'have.v.01', 625206]]",0
112995,A kayaker inside of a kayak preparing to enter the ocean.,black men's jacket,"[[422230, u'has', u'have.v.01', 422244]]",0
289154,A man wearing a hat is riding a skateboard.,tire on the bike,"[[3631465, u'has', None, 2253348]]",0
514988,The view of a tidy living room area with a sunny view. ,picture on the wall,"[[1010115, u'ON', u'be.v.01', 1010116], [1010117, u'ON', u'be.v.01', 1010118]]",1
435091,A shirtless man wearing a pink towel in the kitchen with a woman drinking wine.,bracket to attach leg to barrier,"[[949448, u'has', u'have.v.01', 949450]]",0
46339,A close shot of a model wearing a suit jacket and tie. ,Person wearing gray shirt.,"[[984494, u'WEARING', u'wear.v.01', 984495]]",0
160626,A plane flying low over a lake towards a landing strip. ,orange carrots in the salad,"[[272893, u'IN', u'in.r.01', 272892]]",0
96091,A horse with long hair stands in a barn underneath a window.,eye of the animal,"[[3752465, u'ON', u'along.r.01', 1862152]]",1
266436,Two slices of pizza are side by side on a napkin.,Two slices of pizza on the napkin.,"[[2713730, u'ON', u'along.r.01', 3127690]]",1
114080,A dog holding a yin-yang symbol kite in a field.,A tree in a field,"[[3229330, u'ON', u'along.r.01', 3616978]]",1
498836,A boat is moored to a dock on a river.,A yellow frisbee in the hand of a person.,"[[3491401, u'IN', u'in.r.01', 2697007]]",0
225126,A wide photo of two people kite surfing in the water.,a person in water ,"[[657191, u'IN', u'in.r.01', 657192]]",1
505611,A group of people who are seated in front of a counter.,white clouds in blue sky,"[[3556444, u'IN', u'in.r.01', 3167818]]",0
281427,A bathroom sink sitting in a bathroom with a faucet.,part of a floor,"[[3695536, u'of a', None, 2169673]]",1
500896,a man helping a young girl walk on snow and ice in snow shoes ,Fries on the table,"[[1733856, u'ON', u'along.r.01', 1733857]]",0
9322,A man in a wetsuit riding a wave in the ocean,the hand of a woman,"[[1204978, u'OF', None, 1204956]]",0
311637,four cows all tagged for market behind a fence,the ear of a cow,"[[2334096, u'OF', None, 2334097]]",1
278656,A man in a red shirt standing using a cell phone,man wearing black shirt,"[[2093198, u'WEARING', u'wear.v.01', 2093199]]",0
93007,a old kitchen with no appliances inside of it ,The moss on the wall ,"[[1035792, u'ON', u'be.v.01', 1035793]]",0
489617,A young man riding a skateboard over a metal rail.,Red and yellow logo on back wall,"[[2578015, u'ON', u'along.r.01', 2578014]]",1
578169,a pile of solo cups and a pair of scizzors,shadow from the cups,"[[936811, u'has', u'have.v.01', 936819]]",1
381948,a gray jet flying over the water and a big ocean liner,white vase holding pink flowers,"[[1049671, u'holds', u'have.v.01', 1049676]]",0
146878,A pair of scissors sitting on top of a sink.,scissors in white sink,"[[773117, u'IN', u'in.r.01', 773110]]",1
115854,A group of athletes are playing soccer on a field.,a person playing soccer,"[[2783716, u'playing', u'play.v.01', 3795369], [2783717, u'playing', u'play.v.01', 3795369], [2783718, u'playing', u'play.v.01', 3795369]]",1
554351,A pile of brown luggage sitting on top of a metal floor.,white clouds in blue sky,"[[2385512, u'IN', u'in.r.01', 2385513]]",0
303111,People riding atop elephants on a enclosed ground.,flag on a pole,"[[3367081, u'ON', u'along.r.01', 3367080]]",0
489900,Two flags wave in the wind next to an apartment complex.,an ear of a giraffe,"[[3248070, u'OF', None, 2899718]]",0
250434,An elephant standing near a waterfall spouts water from it's trunk.,a happy looking elephant in water,"[[2574266, u'IN', u'in.r.01', 3683909]]",1
461561,A bowl full of oranges sitting on top of a wooden table.,dark brown cabinet against the wall,"[[2438054, u'against', None, 3763217]]",1
537772,a tractor trailer and a white car facing each other,Road in the grass.,"[[3669055, u'IN', u'in.r.01', 2391731]]",0
148587,The crowd watches as a woman serves the volleyball. ,edge of a road,"[[1359950, u'OF', None, 1359951]]",0
143736,A brown and white clock with roman numeral numbers.,Some windows on the tower,"[[495107, u'has', u'have.v.01', 495115]]",0
33702,A surfer walk along the rocks next to the water.,man eating a skateboard,"[[3653186, u'eating', u'eat.v.01', 3653187]]",0
104502,A white bathroom with pedestal sink and small cabinet and daylight window,a cabinet is built around the pedestal of the sink,"[[368690, u'has', u'have.v.01', 368714], [368689, u'built around', u'construct.v.01', 368714]]",1
78859,A piece of cake sits on a white plate.,woman with green sweater in background,"[[1181058, u'WEARING', u'wear.v.01', 1181080]]",1
145260,A baseball player is looking down as if he is getting something out of his eye.,Green shopping bag in woman's right hand,"[[2860747, u'IN', u'be.v.01', 2860749], [2860748, u'has', u'have.v.01', 2860749]]",0
287839,Blue and yellow train pulling up to a train station. ,the giraffe has spots.,"[[449355, u'has', u'have.v.01', 449371]]",0
375674,An ornate blue and gold wall clock with roman numerals.,A clock with roman numerals,"[[1336999, u'has', u'have.v.01', 1337001]]",1
88377,The motorcycle is parked beside the house alone.,overdone fry on plate,"[[3683451, u'ON', u'along.r.01', 3683448]]",0
549422,A woman and a man riding an elephant.,A picture of a horse.,"[[3769324, u'ON', u'along.r.01', 3769324]]",0
205845,A group of men sitting on motorcycles and standing next to motorcycles together.,Large gray suitcase 2nd from the bottom of the stack,"[[1016527, u'underneath', None, 1016516]]",0
236760,A baseball game with a batter up to bat ,people wearing orange shirts ,"[[3792024, u'WEARING', u'wear.v.01', 2826846]]",1
85501,People waited to board train as it stopped.,Black tail of a dog,"[[3877793, u'OF', None, 3877784]]",0
551961,Two women looking at their tennis racquets ,a black truck next to motorcycles,"[[483568, u'next to', u'next.r.01', 483570]]",0
92213,A remote sits on a white surface while a small television set sits on a stand in the background.,A grey remote control's button,"[[897498, u'ON', u'along.r.01', 897489]]",1
254853,A picture of a bathroom with a white toilet.,pipe on the wall ,"[[3501537, u'ON', u'along.r.01', 3562537]]",1
552579,The Big Ben clock tower towering over the city of London.,the light on the side of the bus,"[[3873095, u'on side of', u'along.r.01', 2311139]]",0
48256,Many ducks in the water near a park bench.,A group of seagulls overlooking the lake,"[[2482015, u'looking at', u'look.v.02', 2482016]]",1
71608,A bunch of people who are on the back of bikes.,blue back pack on the man's back ,"[[3650312, u'ON', u'along.r.01', 2265164]]",1
404982,"A bird with an extremely long tail, standing in the grass.",Fence is in the background,"[[209836, u'IN', u'in.r.01', 209835]]",0
158876,A pot filled with food boiling in water.,a burner on a stove,"[[198709, u'ON', u'along.r.01', 198710]]",1
57018,A large fire truck on a city street.,picture of a flame on side of fire truck,"[[1321873, u'ON', u'along.r.01', 1321872]]",1
10466,A leather couch next to a bed and mirror.,bed with pillows and comforter,"[[902744, u'has', u'have.v.01', 902759]]",1
510147,A boat is in the water at a beach.,water coming in to shore,"[[1341133, u'ON', u'along.r.01', 1341142]]",1
59934,A surf boarder is high in the air over snow.,the fork is next to the plate,"[[527714, u'near', u'be.v.01', 527713]]",0
139618,A man that has his hands on a cow.,white nose on a cow,"[[3142290, u'ON', None, 3960270]]",1
244721,"A bus that reads ""I Love Transit"" is stopped on the side of the road. ",a bus parked on the curb,"[[1318205, u'ON', u'along.r.01', 1318206]]",1
402936,Two engines are on the sides of a white plane.,the clouds in the sky ,"[[2426559, u'IN', u'in.r.01', 3586294]]",1
546093,A woman looks behind her as she pulls her suitcases through the terminal. ,Boy is wearing boots.,"[[639971, u'WEARING', u'wear.v.01', 639974]]",0
173071,A wolf holding its prey in its mouth.,snow on a ski,"[[596896, u'ON', u'along.r.01', 596897]]",0
575280,A man showing a younger boy how to ride a paddle board.,Buildings are in the back,"[[706792, u'are in', u'be.v.01', 706789]]",1
547164,A fire hydrant sits in front of a large theater and pedestrians. ,flag on top of the building,"[[3080167, u'ON', u'along.r.01', 2201947]]",0
257167,A clock is shown on top of a building.,bricks on a large column,"[[456528, u'ON', u'along.r.01', 456526]]",1
281213,An orange and white kitty cat resting its head on a person.,A person's arm behind cat,"[[219556, u'behind', u'behind.r.01', 3806204], [219556, u'has', u'have.v.01', 219560]]",1
443941,A black street sign sitting on top of a black pole.,railing on top of a building,"[[170858, u'on top of', u'be.v.01', 170851]]",1
138501,A woman sitting at a table looking at a menu with a man standing near by,Man is wearing white pants,"[[641800, u'WEARING', u'wear.v.01', 641808]]",0
502134,a couple of people on a motorcycle dressed as santa,a woman wearing a black glove,"[[1319060, u'WEARING', u'wear.v.01', 1319068]]",1
8469,A view of a passing train from a stoplight in a rural area.,clock's hands are black,"[[3309400, u'ON', u'along.r.01', 3309399], [3309401, u'ON', u'along.r.01', 3309399]]",0
548067,A man doing a trick on a skateboard.,Small patch of a gray cloud in the sky,"[[1705629, u'IN', u'in.r.01', 3884157]]",1
156448,A locomotive train parked on a track at night time.,a train on the track,"[[2338607, u'ON', u'along.r.01', 2338606]]",1
284018,Car lights shine brightly in a city at night.,wave in the water,"[[2696397, u'IN', u'in.r.01', 3662342]]",0
442556,A truck with a trailer is parked in a forest.,The cat's long white whiskers,"[[756201, u'has', u'have.v.01', 756216], [756201, u'has', u'have.v.01', 756217], [756201, u'has', u'have.v.01', 756218], [756201, u'has', u'have.v.01', 756219]]",0
226324,A man working on a very large green and black kite.,flip flop on man's foot,"[[742680, u'has', u'have.v.01', 742682]]",1
218503,A white toilet sitting in a grey tiled bathroom.,lettuce on chicken sandwich,"[[447081, u'inside', u'inside.r.01', 447067]]",0
164502,A zebra is standing in the grass facing forward.,a elephant with two tusk,"[[627830, u'with two', None, 627829]]",0
58965,A man in a baseball uniform standing on a baseball field.,The eye of the elephant on the right.,"[[862937, u'OF', None, 862920]]",0
81504,a table with an assortment of fruits and other things,the board the man is wearing,"[[628910, u'WEARING', u'be.v.01', 628915]]",0
471905,"carrots in a bowl with onions, lemons, garlic, and peppers behind them. ",windshield wiper on bus,"[[1193793, u'ON', u'along.r.01', 1193780], [1193792, u'ON', u'along.r.01', 1193780]]",0
486482,A clock is on top of the pole on the sidewalk,A panel of wood.,"[[1609685, u'OF', None, 3709911]]",0
90569,Two people holding wine glasses on top of a table.,Bottle of water on shelf,"[[782021, u'ON', u'along.r.01', 782043], [782011, u'ON', u'along.r.01', 782043]]",0
